Índice,Fecha,Equipo Local,Resultado,Equipo Visitante,Marcador,Tipo,Cómo,Competición,Camiseta,Minuto,Video
86,08-04-2009,FC Barcelona,4-0,Bayern München,3-0,,Pie derecho,UEFA Champions League,10,38,
85,08-04-2009,FC Barcelona,4-0,Bayern München,1-0,,Pie izquierdo,UEFA Champions League,10,9,
84,28-03-2009,Argentina,4-0,Venezuela,1-0,,Pie izquierdo,WCQWorld Cup 2010 Qualification,10,26,https://www.youtube.com/watch?v=GAVDJKFjhBI
83,22-03-2009,FC Barcelona,6-0,Málaga,2-0,,Pie derecho,La Liga,10,25,https://www.youtube.com/watch?v=coFkF5qCvEQ
82,11-03-2009,FC Barcelona,5-2,Olympique Lyonnais,3-0,,Pie izquierdo,UEFA Champions League,10,40,https://www.youtube.com/watch?v=coFkF5qCvEQ
81,07-03-2009,FC Barcelona,2-0,Athletic de Bilbao,2-0,Penal,Pie izquierdo,La Liga,10,32,https://www.youtube.com/watch?v=WxRB3M663zE
80,04-03-2009,Real Mallorca,1-1,FC Barcelona,1-1,,Pie izquierdo,Copa del Rey,10,81,https://www.youtube.com/watch?v=yQbsL_NHE00
79,01-03-2009,Atlético Madrid,4-3,FC Barcelona,0-2,,Pie izquierdo,La Liga,10,30,https://www.youtube.com/watch?v=KsDK4y4kssg
78,11-02-2009,France,0-2,Argentina,0-2,Solo run,Pie izquierdo,Amistoso Internacional,18,83,https://www.youtube.com/watch?v=jE7JZdKSqnI
77,01-02-2009,Racing Santander,1-2,FC Barcelona,1-2,,Pie derecho,La Liga,10,81,https://www.youtube.com/watch?v=vtLai1yHLyc
76,01-02-2009,Racing Santander,1-2,FC Barcelona,1-1,Rebote,Pie derecho,La Liga,10,65,https://www.youtube.com/watch?v=DeEOzBhk6G4
75,24-01-2009,FC Barcelona,4-1,Numancia,4-1,Rebote,Pie derecho,La Liga,10,76,https://www.youtube.com/watch?v=ayaBlyMXGa8
74,24-01-2009,FC Barcelona,4-1,Numancia,1-0,,Pie izquierdo,La Liga,10,49,https://www.youtube.com/watch?v=YNSv-fGXHJo
73,17-01-2009,FC Barcelona,5-0,Deportivo La Coruña,1-0,,Pie izquierdo,La Liga,10,21,https://www.youtube.com/watch?v=fumT7IL1fIo
72,11-01-2009,Osasuna,2-3,FC Barcelona,2-3,,Pie izquierdo,La Liga,10,85,https://www.youtube.com/watch?v=BPyb15fldaM
71,06-01-2009,Atlético Madrid,1-3,FC Barcelona,1-3,,Pie derecho,Copa del Rey,10,80,https://www.youtube.com/watch?v=vpDiuD-p_5I
70,06-01-2009,Atlético Madrid,1-3,FC Barcelona,0-2,Penal,Pie izquierdo,Copa del Rey,10,57,https://www.youtube.com/watch?v=bt-4NA1-kmQ
69,06-01-2009,Atlético Madrid,1-3,FC Barcelona,0-1,,Pie izquierdo,Copa del Rey,10,13,https://www.youtube.com/watch?v=pCuddXlocKA
68,13-12-2008,FC Barcelona,2-0,Real Madrid,2-0,,Pie izquierdo,La Liga,10,90+1,https://www.youtube.com/watch?v=415OER0u_M0
67,29-11-2008,Sevilla,0-3,FC Barcelona,0-3,,Pie izquierdo,La Liga,10,90+2,https://www.youtube.com/watch?v=WtPIVNI312s
66,29-11-2008,Sevilla,0-3,FC Barcelona,0-2,,Pie izquierdo,La Liga,10,78,https://www.youtube.com/watch?v=iFzsoxcfeSs
65,26-11-2008,Sporting Lisbon,2-5,FC Barcelona,0-3,,Pie izquierdo,UEFA Champions League,10,49,
64,16-11-2008,Recreativo Huelva,0-2,FC Barcelona,0-1,,Pie izquierdo,La Liga,10,52,https://www.youtube.com/watch?v=xT-mD8ovJQs
63,12-11-2008,FC Barcelona,1-0,Benidorm,1-0,Rebote,Pie izquierdo,Copa del Rey,10,87,https://www.youtube.com/watch?v=pX9AxXXzrIg&pp=0gcJCZEKAYcqIYzv
62,04-11-2008,FC Barcelona,1-1,FC Basel,1-0,,Pie izquierdo,UEFA Champions League,10,62,
61,01-11-2008,Málaga,1-4,FC Barcelona,1-2,,Pie izquierdo,La Liga,10,19,https://www.youtube.com/watch?v=zGkdxxlcvEg
60,22-10-2008,FC Basel,0-5,FC Barcelona,0-1,,Pie izquierdo,UEFA Champions League,10,4,
59,11-10-2008,Argentina,2-1,Uruguay,1-0,,Cabeza,WCQWorld Cup 2010 Qualification,18,6,https://www.youtube.com/watch?v=FTsdL-v8vGY&pp=0gcJCZEKAYcqIYzv
58,04-10-2008,FC Barcelona,6-1,Atlético Madrid,3-0,Tiro libre,Pie izquierdo,La Liga,10,9,https://www.youtube.com/watch?v=3TMtOju2bGw
57,01-10-2008,Shakhtar Donetsk,1-2,FC Barcelona,1-2,,Pie izquierdo,UEFA Champions League,10,90+4,
56,01-10-2008,Shakhtar Donetsk,1-2,FC Barcelona,1-1,Rebote,Pie derecho,UEFA Champions League,10,87,
55,27-09-2008,Espanyol,1-2,FC Barcelona,1-2,Penal,Pie izquierdo,La Liga,10,90+7,https://www.youtube.com/watch?v=JmE9_UL12es
54,21-09-2008,Sporting Gijón,1-6,FC Barcelona,1-6,Gol de campo,Cabeza,La Liga,10,89,https://www.youtube.com/watch?v=xsDwvdv0Uek
53,21-09-2008,Sporting Gijón,1-6,FC Barcelona,1-5,Gol de campo,Pie izquierdo,La Liga,10,85,https://www.youtube.com/watch?v=GLqO-TuYkeU&pp=0gcJCZEKAYcqIYzv
52,13-09-2008,FC Barcelona,1-1,Racing Santander,1-0,Penal,Pie izquierdo,La Liga,10,71,https://www.youtube.com/watch?v=2J7FZUxygXo
51,05-06-2008,Mexico,1-4,Argentina,0-2,Gol de campo,Pie izquierdo,Amistoso Internacional,18,18,https://www.youtube.com/watch?v=yHaUgofZhB8
50,04-05-2008,FC Barcelona,6-0,Valencia,1-0,Penal,Pie izquierdo,La Liga,19,6,https://www.youtube.com/watch?v=mySx3lc1pdU&pp=0gcJCZEKAYcqIYzv
49,24-02-2008,FC Barcelona,5-1,Levante,2-1,,Pie izquierdo,La Liga,19,44,https://www.youtube.com/watch?v=fpLlrhlW4vk
48,20-02-2008,Celtic,2-3,FC Barcelona,2-3,,Pie izquierdo,UEFA Champions League,19,79,
47,20-02-2008,Celtic,2-3,FC Barcelona,1-1,,Pie izquierdo,UEFA Champions League,19,18,
46,27-11-2007,Olympique Lyonnais,2-2,FC Barcelona,1-2,Penal,Pie izquierdo,UEFA Champions League,19,58,https://www.youtube.com/watch?v=D1b7hbvPPog
45,24-11-2007,FC Barcelona,3-0,Recreativo Huelva,3-0,Penal,Pie izquierdo,La Liga,19,82,https://www.youtube.com/watch?v=D6Eihi_giLk
44,21-11-2007,Colombia,2-1,Argentina,0-1,Solo run,Pie izquierdo,WCQWorld Cup 2010 Qualification,18,36,https://www.youtube.com/watch?v=Pads0hvDloo
43,07-11-2007,FC Barcelona,2-0,Glasgow Rangers,2-0,Rebote,Pie izquierdo,UEFA Champions League,19,43,
42,28-10-2007,FC Barcelona,2-0,UD Almería,2-0,Penal,Pie izquierdo,La Liga,19,81,https://www.youtube.com/watch?v=XNxATUn5Z6M
41,17-10-2007,Venezuela,0-2,Argentina,0-2,Gol de campo,Pie izquierdo,WCQWorld Cup 2010 Qualification,18,43,https://www.youtube.com/watch?v=NFM8vjYRsYg
40,07-10-2007,FC Barcelona,3-0,Atlético Madrid,2-0,,Pie izquierdo,La Liga,19,19,https://www.youtube.com/watch?v=360UJ5PF-nI
39,02-10-2007,VfB Stuttgart,0-2,FC Barcelona,0-2,,Pie derecho,UEFA Champions League,19,67,
38,29-09-2007,Levante,1-4,FC Barcelona,0-4,,Pie izquierdo,La Liga,19,51,https://www.youtube.com/watch?v=lH3J_cDAUSs
37,26-09-2007,FC Barcelona,4-1,Real Zaragoza,2-1,,Pie izquierdo,La Liga,19,11,https://www.youtube.com/watch?v=PTgJyU7ke3U
36,26-09-2007,FC Barcelona,4-1,Real Zaragoza,1-0,,Pie izquierdo,La Liga,19,5,https://www.youtube.com/watch?v=3EqM2ieAr-w
35,22-09-2007,FC Barcelona,2-1,Sevilla,2-0,Penal,Pie izquierdo,La Liga,19,80,https://www.youtube.com/watch?v=1MM3dIL0F68
34,22-09-2007,FC Barcelona,2-1,Sevilla,1-0,,Pie izquierdo,La Liga,19,74,https://www.youtube.com/watch?v=7eMWXCJcb_M
33,19-09-2007,FC Barcelona,3-0,Olympique Lyonnais,2-0,,Pie izquierdo,UEFA Champions League,19,83,
32,12-07-2007,Mexico,0-3,Argentina,0-2,,Pie izquierdo,CPACopa América 2007,18,61,https://www.youtube.com/watch?v=hUxm16ANtsM
31,09-07-2007,Argentina,4-0,Peru,2-0,,Pie izquierdo,CPACopa América 2007,18,61,https://www.youtube.com/watch?v=i-GUryeUn2g
30,17-06-2007,Gimnàstic,1-5,FC Barcelona,0-4,,Pie izquierdo,La Liga,19,51,https://www.youtube.com/watch?v=_UFGnHB40Q4
29,17-06-2007,Gimnàstic,1-5,FC Barcelona,0-2,,Pie izquierdo,La Liga,19,35,https://www.youtube.com/watch?v=-6Wj31S3RvY
28,09-06-2007,FC Barcelona,2-2,Espanyol,2-1,,Pie derecho,La Liga,19,57,https://www.youtube.com/watch?v=TR468qvU4Uw
27,09-06-2007,FC Barcelona,2-2,Espanyol,1-1,,Hand,La Liga,19,43,https://www.youtube.com/watch?v=7jWfRhvqCrk
26,05-06-2007,Argentina,4-3,Algeria,4-2,,Pie izquierdo,Amistoso Internacional,18,73,https://www.youtube.com/watch?v=zQjj46KZZ5c
25,05-06-2007,Argentina,4-3,Algeria,2-2,Penal,Pie izquierdo,Amistoso Internacional,18,54,https://www.youtube.com/watch?v=NNl-tMw8PkM
24,20-05-2007,Atlético Madrid,0-6,FC Barcelona,0-5,,Pie izquierdo,La Liga,19,80,https://www.youtube.com/watch?v=LqqdUiFj42Y
23,20-05-2007,Atlético Madrid,0-6,FC Barcelona,0-1,,Pie izquierdo,La Liga,19,39,https://www.youtube.com/watch?v=awmZBUsyk3o
22,18-04-2007,FC Barcelona,5-2,Getafe,3-0,,Pie izquierdo,Copa del Rey,19,45,https://www.youtube.com/watch?v=t4tAhwvPZy8
21,18-04-2007,FC Barcelona,5-2,Getafe,2-0,Solo run,Pie derecho,Copa del Rey,19,29,https://www.youtube.com/watch?v=HH11DVlFpQI
20,31-03-2007,FC Barcelona,2-1,Deportivo La Coruña,1-0,,Pie izquierdo,La Liga,19,45,https://www.youtube.com/watch?v=nofWnZsJAXU
19,17-03-2007,Recreativo Huelva,0-4,FC Barcelona,0-4,,Pie izquierdo,La Liga,19,86,https://www.youtube.com/watch?v=6n_5Xt0cNJA
18,10-03-2007,FC Barcelona,3-3,Real Madrid,3-3,,Pie izquierdo,La Liga,19,90,
17,10-03-2007,FC Barcelona,3-3,Real Madrid,2-2,Rebote,Pie izquierdo,La Liga,19,28,
16,10-03-2007,FC Barcelona,3-3,Real Madrid,1-1,,Pie izquierdo,La Liga,19,11,
15,15-10-2006,FC Barcelona,3-1,Sevilla,3-1,,Pie derecho,La Liga,19,81,https://www.youtube.com/watch?v=bZLpZwqn9Zc
14,27-09-2006,Werder Bremen,1-1,FC Barcelona,1-1,,Pie izquierdo,UEFA Champions League,19,89,
13,09-09-2006,FC Barcelona,3-0,Osasuna,3-0,,Pie izquierdo,La Liga,19,37,https://www.youtube.com/watch?v=4ONclYJtgjY
12,28-08-2006,Celta de Vigo,2-3,FC Barcelona,1-2,,Pie izquierdo,La Liga,19,60,https://www.youtube.com/watch?v=90GDCM0mKI4
11,16-06-2006,Argentina,6-0,Serbia and Montenegro,6-0,,Pie derecho,WCPWorld Cup 2006,19,88,https://www.youtube.com/watch?v=hrubiVh_fNQ
10,01-03-2006,Croatia,3-2,Argentina,1-2,,Pie izquierdo,Amistoso Internacional,19,6,https://www.youtube.com/watch?v=qN-17hvuv-0
9,18-02-2006,FC Barcelona,5-1,Real Betis,5-1,Rebote,Pie izquierdo,La Liga,19,85,https://www.youtube.com/watch?v=hcmjXirgmmE
8,01-02-2006,FC Barcelona,2-1,Real Zaragoza,1-0,Gol de campo,Cabeza,Copa del Rey,30,42,https://www.youtube.com/watch?v=oLvMMCkUreg
7,29-01-2006,Real Mallorca,0-3,FC Barcelona,0-3,Gol de campo,Pie izquierdo,La Liga,30,81,https://www.youtube.com/watch?v=t7e4uwJ1bhk
6,29-01-2006,Real Mallorca,0-3,FC Barcelona,0-2,Gol de campo,Pie derecho,La Liga,30,75,https://www.youtube.com/watch?v=LGP4qf47xVY
5,22-01-2006,FC Barcelona,2-0,Alavés,2-0,Rebote,Pie izquierdo,La Liga,30,81,https://www.youtube.com/watch?v=UpxD6QZpE_E
4,15-01-2006,FC Barcelona,2-1,Athletic de Bilbao,2-1,Rebote,Pie izquierdo,La Liga,30,51,https://www.youtube.com/watch?v=0Sp4pMh-ry8
3,27-11-2005,FC Barcelona,4-1,Racing Santander,2-0,Gol de campo,Pie izquierdo,La Liga,30,52,https://www.youtube.com/watch?v=pd7AWt0cs9c
2,02-11-2005,FC Barcelona,5-0,Panathinaikos,3-0,Gol de campo,Pie izquierdo,UEFA Champions League,30,34,https://www.youtube.com/watch?v=qcwfk2UeYSY
1,01-05-2005,FC Barcelona,2-0,Albacete,2-0,,Pie izquierdo,La Liga,30,90,https://www.youtube.com/watch?v=D5htrWvlh3I
